Text,gold_ner,gold_re,wx_ner,gpt_re
但可罪状孤身，何乃上及父祖邪！」按文选，琳为绍檄豫州。,"{'书籍': ['文选'], '人物': ['琳', '绍'], '地点': ['豫州']}","{'同僚': [['绍', '琳']], '攻伐': [['琳', '豫州']]}","{'人物': ['琳', '绍'], '地点': ['豫州'], '书籍': ['文选']}","{'政治奥援': [['琳', '绍']]}"
」孔融谓荀彧曰：「绍地广兵强，田丰、许攸智士也为之谋，审配、逢纪忠臣也逢，皮江翻。任其事，任，音壬。颜良、文丑勇将也统其兵，殆难克乎！」彧曰：「绍兵虽多而法不整，田丰刚而犯上，许攸贪而不治，审配专而无谋，逢纪果而自用；此数人者，势不相容，必生内变。,"{'人物': ['孔融', '荀彧', '绍', '田丰', '许攸', '审配', '逢纪', '颜良', '文丑', '彧', '绍', '田丰', '许攸', '审配', '逢纪']}","{'同僚': [['田丰', '许攸'], ['绍', '颜良'], ['绍', '逢纪'], ['绍', '审配'], ['绍', '文丑'], ['绍', '田丰'], ['绍', '许攸'], ['颜良', '文丑'], ['审配', '逢纪']], '交谈': [['孔融', '荀彧']]}","{'人物': ['许攸', '田丰', '孔融', '荀彧', '审配', '逢纪', '颜良', '文丑', '彧', '绍']}","{'交谈': [['孔融', '荀彧']], '同僚': [['绍', '许攸'], ['绍', '颜良'], ['绍', '逢纪'], ['绍', '文丑'], ['绍', '田丰'], ['绍', '审配'], ['绍', '逢纪'], ['绍', '审配'], ['绍', '许攸'], ['绍', '田丰'], ['绍', '颜良'], ['绍', '逢纪'], ['绍', '文丑'], ['绍', '审配'], ['绍', '许攸'], ['绍', '田丰'], ['绍', '逢纪'], ['绍', '许攸'], ['绍', '田丰'], ['绍', '审配']]}"
初，乌桓王丘力居死，子楼班年少，从子蹋顿有武略，代立，少，诗照翻。从，才用翻；下同。贤曰：蹋，音大蜡翻。杨正衡晋书音义：蹋，徒合翻。总摄上谷大人难楼、辽东大人苏仆延、右北平大人乌延等。,"{'职官': ['乌桓王', '大人', '大人', '大人'], '人物': ['丘力居', '楼班', '蹋顿', '贤', '杨正衡', '难楼', '苏仆延', '乌延'], '书籍': ['晋书音义'], '地点': ['上谷', '辽东', '右北平']}","{'父': [['丘力居', '蹋顿'], ['丘力居', '楼班']], '兄弟': [['楼班', '蹋顿']], '任职': [['丘力居', '乌桓王'], ['难楼', '大人'], ['苏仆延', '大人'], ['乌延', '大人']], '管理': [['难楼', '上谷'], ['苏仆延', '辽东'], ['乌延', '右北平']], '作者': [['杨正衡', '晋书音义']]}","{'人物': [['乌延', 1.0], ['难楼', 0.9999], ['贤', 0.9999], ['苏仆延', 0.9999], ['蹋顿', 0.9999], ['杨正衡', 0.9998], ['楼班', 0.9995], ['丘力居', 0.5522], ['王丘力居', 0.9769], ['楼', 0.6899]], '地点': [['辽东', 0.9998], ['右北平', 0.9995], ['上谷', 0.9995], ['乌桓', 0.999]], '职官': [['大人', 0.9996]], '书籍': [['晋书音义', 0.9877]]}","{'任职': [['难楼', '上谷'], ['乌延', '右北平'], ['苏仆延', '辽东']], '父': [['丘力居', '楼班'], ['丘力居', '楼'], ['王丘力居', '楼'], ['楼', '楼班'], ['王丘力居', '丘力居'], ['楼班', '楼']], '作者': [['杨正衡', '晋书音义']], '生于地点': [['丘力居', '乌桓'], ['王丘力居', '乌桓']], '管理': [['难楼', '上谷'], ['苏仆延', '辽东'], ['乌延', '右北平']]}"
时骑不满六百，遂纵兵击，大破之，斩丑。丑与颜良，皆绍名将也，再战，悉禽之，绍军夺气。,"{'人物': ['丑', '丑', '颜良', '绍', '绍']}","{'同僚': [['绍', '丑'], ['绍', '颜良'], ['丑', '颜良']]}","{'人物': ['丑', '颜良', '绍'], '地点': [], '时间': [], '职官': [], '书籍': [], '团体': ['绍军']}","{'任职': [], '到达': [], '属地': [], '攻伐': [], '管理': [], '位于': [], '派遣': [], '生于地点': [], '政治奥援': [], '封': [], '父': [], '交谈': [], '杀': [], '作者': [], '打败': [], '别名': [], '同僚': [], '地点别名': [], '兄弟': [], '旧属': [], '见面': [], '设置': [], '投靠': [], '祖孙': [], '隶属于': [], '合作': [], '离开': [], '请求': [], '游历': [], '归附': [], '救援': [], '治所': [], '修建': [], '死于时间': [], '母': [], '害怕': [], '夫妻': [], '旧臣': [], '死于地点': []}"
如淳曰：汉中人谓汉水为沔水。,"{'人物': ['如淳'], '地点': ['汉中', '汉水', '沔水']}","{'地点别名': [['汉水', '沔水']]}","{'人物': ['如淳'], '地点': ['汉中', '汉水', '沔水']}","{'地点别名': [['汉水', '沔水']]}"
末又依古典为九州，乃令关右尽为雍州。魏时复分以为凉州。,"{'地点': ['九州', '关右', '雍州', '凉州'], '时间': ['魏']}","{'属地': [['关右', '雍州']], '地点别名': [['凉州', '雍州']]}","{'地点': ['九州', '雍州', '凉州', '关右'], '团体': ['魏']}","{'设置': [['魏', '凉州']]}"
东州人恐见诛灭，相与力战，韪遂败退，追至江州，贤曰：江州县，属巴郡。今渝州巴县。,"{'人物': ['韪', '贤'], '地点': ['江州', '江州县', '巴郡', '渝州', '巴县']}","{'属地': [['江州县', '巴郡'], ['巴县', '渝州']], '地点别名': [['江州县', '巴县']]}","{'人物': ['贤', '相与力战，韪'], '地点': ['江州', '巴郡', '江州县', '巴县', '渝州', '东州']}","{'到达': [], '属地': [['江州县', '巴郡'], ['巴县', '渝州']]}"
谭败，引兵还南皮。南皮县，属勃海郡。贤曰：今沧州县；章武有北皮亭，故此曰南皮。,"{'人物': ['谭', '贤'], '地点': ['南皮', '南皮县', '勃海郡', '沧州', '章武', '北皮亭', '南皮']}","{'属地': [['南皮县', '勃海郡'], ['北皮亭', '章武']], '地点别名': [['南皮县', '沧州']], '到达': [['谭', '南皮']]}","{'人物': ['谭', '贤'], '地点': ['南皮', '章武', '南皮县', '沧州', '北皮亭', '勃海郡']}","{'位于': [['贤', '南皮']], '属地': [['南皮县', '勃海郡'], ['北皮亭', '章武']]}"
杜佑曰：西陵，今夷陵郡。,"{'人物': ['杜佑'], '地点': ['西陵', '夷陵郡']}","{'地点别名': [['西陵', '夷陵郡']]}","{'人物': ['杜佑'], '地点': ['夷陵郡', '西陵']}","{'地点别名': [['西陵', '夷陵郡']]}"
夏，户雅翻。诸葛瑾每奉使至蜀，使，疏吏翻。与其弟亮但公会相见，退无私面。,"{'人物': ['诸葛瑾', '亮'], '地点': ['蜀']}","{'兄弟': [['诸葛瑾', '亮']]}","{'人物': ['诸葛瑾', '亮'], '地点': ['蜀']}","{'见面': [['诸葛瑾', '亮']]}"
三年，桓卒，立中子龙钺。龙钺兄龙全劫库财而遁，其弟龙廷杀龙钺自立。,"{'时间': ['三年'], '人物': ['桓', '龙钺', '龙钺', '龙全', '龙廷', '龙钺']}","{'兄弟': [['龙全', '龙钺'], ['龙钺', '龙廷']], '政治奥援': [['桓', '龙钺']], '杀': [['龙廷', '龙钺']]}","{'人物': ['桓', '龙钺', '龙廷', '龙全'], '时间': ['三年']}","{'兄弟': [['龙全', '龙钺']]}"
2吴太子和与鲁王同宫，礼秩如一，羣臣多以为言，是仪之谏，见于是卷三年。,"{'地点': ['吴'], '人物': ['太子和', '鲁王', '是仪'], '时间': ['三年']}","{'隶属于': [['太子和', '吴']]}","{'人物': ['吴太子和', '鲁王', '仪'], '时间': ['三年'], '地点': ['吴']}","{'见面': [['吴太子和', '鲁王']], '属地': [['吴太子和', '吴']], '其他': [['吴太子和', '仪']]}"
弟旻、璜等及宗族老弱在郿，皆为其羣下所斫射死。射，而亦翻，暴卓尸于市，暴，薄木翻，又薄报翻。,"{'人物': ['旻', '璜', '卓'], '地点': ['郿']}","{'位于': [['旻', '郿'], ['璜', '郿']]}","{'人物': ['旻', '璜', '卓'], '地点': ['郿']}","{'兄弟': [['旻', '璜']], '其他': [['璜', '卓']]}"
5八月，吴主封子霸为鲁王。霸，和母弟也，宠爱崇特，与和无殊。,"{'时间': ['八月'], '人物': ['吴主', '霸', '霸', '和', '和'], '职官': ['鲁王']}","{'任职': [['霸', '鲁王']], '封': [['吴主', '霸']], '兄弟': [['和', '霸']]}","{'人物': ['霸', '吴主', '和'], '时间': ['八月'], '职官': ['鲁王']}","{'任职': [['霸', '鲁王']], '封': [['吴主', '霸']], '其他': [['霸', '和']]}"
6朝廷欲广田畜谷于扬、豫之间，使尙书郞汝南邓艾行陈、项以东至寿春。陈县，汉属陈国。,"{'地点': ['扬', '豫', '汝南', '陈', '项', '寿春', '陈县', '陈国'], '人物': ['邓艾'], '时间': ['汉']}","{'到达': [['邓艾', '寿春']], '旧属': [['陈县', '陈国']], '生于地点': [['邓艾', '汝南']]}","{'地点': ['扬', '豫', '寿春', '陈县', '陈国', '汝南', '项', '陈'], '人物': ['邓艾', '朝廷'], '时间': ['汉'], '职官': ['尙书郞']}","{'生于地点': [['邓艾', '汝南']], '到达': [['邓艾', '寿春']], '旧属': [['陈县', '陈国']], '任职': [['邓艾', '尙书郞']], '派遣': [['朝廷', '邓艾']], '属地': [['陈县', '陈国']]}"
」备乃乘单舸往见瑜曰：「今拒曹公，深为得计。,"{'人物': ['备', '瑜', '曹公']}","{'见面': [['备', '瑜']], '攻伐': [['备', '曹公']]}","{'人物': ['备', '瑜', '曹公']}","{'见面': [['备', '瑜']]}"
和至南阳，袁术利虞为援，留和不遣，许兵至俱西，令和为书与虞。虞得书，遣数千骑诣和。,"{'人物': ['和', '袁术', '虞', '和', '和', '虞', '虞', '和'], '地点': ['南阳']}","{'见面': [['虞', '和']], '到达': [['和', '南阳']], '救援': [['袁术', '虞']], '政治奥援': [['袁术', '和']], '交谈': [['和', '虞']]}","{'人物': ['虞', '和', '袁术'], '地点': ['南阳']}","{'见面': [['虞', '和']], '其他': [['虞', '袁术'], ['和', '虞']], '位于': [['和', '南阳']]}"
魏武建国，始命王后其下五等，曰夫人、昭仪、倢伃、容华、美人。文帝增贵嫔、淑媛、脩容、顺成、良人。,"{'人物': ['魏武', '文帝'], '职官': ['王后', '夫人', '昭仪', '倢伃', '容华', '美人', '贵嫔', '淑媛', '脩容', '顺成', '良人']}","{'设置': [['文帝', '脩容'], ['文帝', '顺成'], ['文帝', '良人'], ['文帝', '贵嫔'], ['魏武', '王后'], ['魏武', '夫人'], ['魏武', '昭仪'], ['魏武', '倢伃'], ['魏武', '美人'], ['文帝', '淑媛']], '任职': [['魏武', '容华']]}","{'人物': ['文帝', '魏武'], '职官': ['美人', '昭仪', '容华', '淑媛', '倢伃', '顺成', '夫人', '良人', '贵嫔', '脩容', '王后'], '时间': ['建国']}","{'设置': [['文帝', '贵嫔'], ['文帝', '脩容'], ['文帝', '淑媛'], ['文帝', '良人'], ['文帝', '顺成'], ['魏武', '夫人'], ['魏武', '倢伃'], ['魏武', '昭仪'], ['魏武', '美人'], ['文帝', '美人'], ['魏武', '容华'], ['文帝', '容华'], ['文帝', '夫人'], ['文帝', '倢伃'], ['文帝', '昭仪']]}"
魏文帝分南阳郡立义阳郡，又立义阳县属焉；此在延入蜀之后，史追书也。鎭远将军，盖备所创置。,"{'团体': ['魏'], '人物': ['文帝', '延', '备'], '地点': ['南阳郡', '义阳郡', '义阳县', '蜀'], '职官': ['鎭远将军']}","{'其他': [['文帝', '南阳郡']], '到达': [['延', '蜀']], '设置': [['备', '鎭远将军'], ['文帝', '义阳郡'], ['文帝', '义阳县']], '隶属于': [['文帝', '魏']]}","{'人物': ['魏文帝', '延', '备'], '地点': ['南阳郡', '义阳郡', '义阳县', '蜀'], '职官': ['鎭远将军']}","{'到达': [['延', '蜀']], '设置': [['备', '鎭远将军']]}"
驸马、奉车，趣得一号，安宅京室，驸马、奉车都尉及骑都尉为三都尉，皆汉武帝置，魏、晋以下多以宗室及外戚为之。,"{'职官': ['驸马', '奉车都尉', '骑都尉'], '人物': ['汉武帝'], '地点': ['魏', '晋']}","{'设置': [['汉武帝', '驸马'], ['汉武帝', '奉车都尉'], ['汉武帝', '骑都尉']]}","{'职官': ['驸马', '奉车都尉', '骑都尉', '三都尉'], '人物': ['汉武帝', '武帝'], '地点': ['魏', '晋']}","{'设置': [['汉武帝', '三都尉'], ['武帝', '三都尉'], ['武帝', '驸马']]}"
至魏，以河西置凉州，以陇右为雍州。,"{'团体': ['魏'], '地点': ['河西', '凉州', '陇右', '雍州']}","{'设置': [['魏', '凉州'], ['魏', '雍州']], '地点别名': [['陇右', '雍州']], '属地': [['凉州', '河西']]}","{'地点': ['雍州', '陇右', '河西', '凉州'], '团体': ['魏']}",{}
汝述字明可，太宗八世孙。曾祖士说，从二帝北迁，临河骂敌而死。,"{'人物': ['汝述', '明可', '太宗', '士说'], '地点': ['河']}","{'别名': [['汝述', '明可']], '祖孙': [['太宗', '汝述'], ['士说', '汝述']]}","{'人物': ['汝述', '明可', '太宗', '士说'], '地点': ['河']}","{'祖孙': [['士说', '汝述']], '父': [['汝述', '士说']]}"
太祖皆表宠以为王。轲比能本小种鲜卑，种，章勇翻。,"{'人物': ['太祖', '轲比能'], '团体': ['小种鲜卑']}","{'隶属于': [['轲比能', '小种鲜卑']]}","{'人物': ['太祖', '轲比能'], '团体': ['小种鲜卑', '鲜卑', '种鲜卑']}","{'隶属于': [['轲比能', '小种鲜卑'], ['轲比能', '种鲜卑'], ['轲比能', '鲜卑']], '其他': []}"
今言法经六篇，盖其书有经有解，若韩非子也。商君受之以相秦。,"{'书籍': ['法经', '韩非子'], '人物': ['商君'], '团体': ['秦']}","{'隶属于': [['商君', '秦']]}","{'人物': ['商君', '韩非子'], '书籍': ['法经'], '团体': ['秦']}","{'任职': [['商君', '秦']]}"
绍遣备将本兵复至汝南，说，输芮翻。复，扶又翻；下同。与贼龚都等合，众数千人。,"{'人物': ['绍', '备', '龚都'], '地点': ['汝南']}","{'合作': [['备', '龚都']], '派遣': [['绍', '备']], '到达': [['备', '汝南']]}","{'人物': ['备', '绍', '龚都'], '地点': ['汝南']}","{'派遣': [['绍', '备']], '到达': [['备', '汝南']]}"
帝自许昌南征，复郢州为荆州。,"{'人物': ['帝'], '地点': ['许昌', '郢州', '荆州']}","{'离开': [['帝', '许昌']], '地点别名': [['郢州', '荆州']], '设置': [['帝', '荆州']]}","{'人物': ['帝'], '地点': ['许昌', '郢州', '荆州']}","{'地点别名': [['郢州', '荆州']]}"
济，子礼翻。太尉赵谦罢；以太常马日磾为太尉。,"{'职官': ['太尉', '太常', '太尉'], '人物': ['赵谦', '马日磾']}","{'任职': [['马日磾', '太常'], ['马日磾', '太尉'], ['赵谦', '太尉']]}","{'人物': ['赵谦', '马日磾'], '职官': ['太尉', '太常', '太尉']}","{'任职': [['马日磾', '太尉'], ['马日磾', '太常']], '离开': [['赵谦', '太尉']]}"
公自江陵征备，至巴丘，遣张喜救合肥。,"{'人物': ['公', '备', '张喜'], '地点': ['江陵', '巴丘', '合肥']}","{'救援': [['张喜', '合肥']], '离开': [['公', '江陵']], '攻伐': [['公', '备']], '到达': [['公', '巴丘']], '派遣': [['公', '张喜']]}","{'人物': ['公', '备', '张喜'], '地点': ['江陵', '巴丘', '合肥']}","{'派遣': [['公', '张喜']]}"
」六月，太傅懿督诸军救樊；吴军闻之，夜遁，追至三州口，三州口，谓荆、豫、扬三州之口。,"{'时间': ['六月'], '人物': ['太傅', '吴军'], '地点': ['樊', '三州口', '三州口', '荆', '豫', '扬']}","{'救援': [['太傅', '樊']], '到达': [['吴军', '三州口']]}","{'人物': ['懿'], '职官': ['太傅'], '地点': ['三州口', '荆', '扬', '豫', '樊'], '时间': ['六月'], '团体': ['吴', '吴军']}","{'任职': [['懿', '太傅']], '救援': [['懿', '樊']]}"
安帝延光四年，顺帝罢子午道，通褒斜路。,"{'时间': ['安帝延光四年'], '人物': ['顺帝'], '地点': ['子午道', '褒斜路']}","{'修建': [['顺帝', '褒斜路']]}","{'人物': ['顺帝'], '地点': ['褒斜路', '子午道'], '时间': ['安帝延光四年']}","{'罢': [['顺帝', '子午道']], '通': []}"
10八月，戊寅，舞阳宣文侯司马懿卒。,"{'时间': ['八月', '戊寅'], '地点': ['舞阳'], '职官': ['宣文侯'], '人物': ['司马懿']}","{'任职': [['司马懿', '宣文侯']], '管理': [['司马懿', '舞阳']], '死于时间': [['司马懿', '戊寅'], ['司马懿', '八月']]}","{'时间': ['戊寅', '八月'], '地点': ['舞阳'], '人物': ['司马懿'], '职官': ['宣文侯']}","{'任职': [['司马懿', '宣文侯']], '管理': [['司马懿', '舞阳']], '死于时间': [['舞阳', '戊寅']]}"
爽从弟文叔妻夏侯令女，夏侯氏之女名令女。,"{'人物': ['爽', '文叔', '夏侯令女', '夏侯氏', '令女']}","{'夫妻': [['文叔', '夏侯令女']], '兄弟': [['爽', '文叔']], '父': [['夏侯氏', '令女']]}","{'人物': ['爽', '文叔', '夏侯令女', '夏侯氏'], '夫妻': ['文叔', '夏侯令女'], '母': ['夏侯氏', '夏侯令女']}","{'夫妻': [], '母': []}"
绶，音受。徐氏竟废，卒于吴。,"{'人物': ['徐氏'], '地点': ['吴']}","{'死于地点': [['徐氏', '吴']]}","{'人物': ['绶', '徐氏'], '地点': ['吴'], '时间': ['废']}","{'死于地点': [['徐氏', '吴']]}"
